Player Name,League,Squad,Country,Position,Annualized Salary
L. Sigauke,D,Mean Wolves,Sobianitedrucy,MF,"∂ 32,720,000"
T. Musisi,D,Mean Wolves,Sobianitedrucy,MF,"∂ 3,000,000"
B. Alhassan,D,Mean Wolves,Unicorporated Tiagascar,MF,"∂ 7,850,000"
N. Terzi?,D,Mighty Monkeys,Esia,DF,"∂ 11,080,000"
L. Chiu,D,Mighty Monkeys,Lylimi,DF,"∂ 11,810,000"
D. Shuaibu,D,Mighty Monkeys,Nkasland Cronestan,DF,"∂ 9,440,000"
W. Ly,D,Mighty Monkeys,Northslands,DF,"∂ 23,590,000"
E. De Luca,D,Mighty Monkeys,Sobianitedrucy,DF,"∂ 14,110,000"
J. Neo,D,Mighty Monkeys,Sobianitedrucy,DF,"∂ 7,760,000"
L. Schmid,D,Mighty Monkeys,Sobianitedrucy,DF,"∂ 12,610,000"
M. Angom,D,Mighty Monkeys,Sobianitedrucy,DF,"∂ 18,400,000"
Q. Atiku,D,Mighty Monkeys,Sobianitedrucy,DF,"∂ 8,420,000"
E. Kalungi,D,Mighty Monkeys,Western Niasland,DF,"∂ 16,570,000"
A. Caron,D,Mighty Monkeys,Sobianitedrucy,FW,"∂ 25,400,000"
J. Nath,D,Mighty Monkeys,Sobianitedrucy,FW,"∂ 27,540,000"
V. Heikkinen,D,Mighty Monkeys,Sobianitedrucy,FW,"∂ 29,050,000"
F. Mugabe,D,Mighty Monkeys,Sobianitedrucy,FWMF,"∂ 25,560,000"
P. Rabiu,D,Mighty Monkeys,Sobianitedrucy,FWMF,"∂ 22,050,000"
C. Hamed,D,Mighty Monkeys,Sobianitedrucy,GK,"∂ 11,620,000"
S. Namuwonge,D,Mighty Monkeys,Sobianitedrucy,GK,"∂ 9,760,000"
C. Ozoli?_,D,Mighty Monkeys,Danan Seekeeling,MF,"∂ 12,260,000"
Y. Atoo,D,Mighty Monkeys,Galamily,MF,"∂ 29,110,000"
R. Nahwera,D,Mighty Monkeys,Imaar Vircoand,MF,"∂ 29,500,000"
Y. Almutairi,D,Mighty Monkeys,Nkasland Cronestan,MF,"∂ 27,580,000"
E. Fiore,D,Mighty Monkeys,Redohrainbri,MF,"∂ 16,510,000"
A. Saeedi,D,Mighty Monkeys,Sobianitedrucy,MF,"∂ 10,110,000"
Y. Shevchuk,D,Mighty Monkeys,Sobianitedrucy,MF,"∂ 13,370,000"
T. Ferrari,D,Mighty Monkeys,Tercapetralgrorus,MF,"∂ 16,960,000"
O. Avako,D,Mighty Monkeys,Xikong,MF,"∂ 30,040,000"
I. Kolar,D,Mighty Monkeys,Redohrainbri,MFDF,"∂ 13,970,000"
K. Mwanje,D,Mighty Monkeys,Sobianitedrucy,MFDF,"∂ 25,520,000"
S. Lutaaya,D,Mighty Monkeys,Dosqaly,MFFW,"∂ 23,050,000"
G. Fauzi,D,Mighty Monkeys,Imaar Vircoand,MFFW,"∂ 30,290,000"
X. Kazibwe,D,Mighty Monkeys,Janmico,MFFW,"∂ 32,690,000"
V. Kwiatkowski,D,Punctual Fire,Lefghau,DF,"∂ 6,490,000"
Z. Kiirya,D,Punctual Fire,Lefghau,DF,"∂ 8,240,000"
F. Sason,D,Punctual Fire,Nkasland Cronestan,DF,"∂ 8,430,000"
J. Ejang,D,Punctual Fire,Nkasland Cronestan,DF,"∂ 13,290,000"
K. Y?ld?z,D,Punctual Fire,Nkasland Cronestan,DF,"∂ 22,340,000"
V. Kao,D,Punctual Fire,Nkasland Cronestan,DF,"∂ 10,360,000"
K. Kizza,D,Punctual Fire,Rosvi,DF,"∂ 9,600,000"
G. Feldman,D,Punctual Fire,Sobianitedrucy,DF,"∂ 15,420,000"
I. Mutabazi,D,Punctual Fire,Sobianitedrucy,DF,"∂ 16,210,000"
N. Tamura,D,Punctual Fire,Sobianitedrucy,DF,"∂ 25,100,000"
F. Makombe,D,Punctual Fire,Unicorporated Tiagascar,DF,"∂ 18,230,000"
L. Nakashima,D,Punctual Fire,Lefghau,DFMF,"∂ 28,260,000"
J. Manu,D,Punctual Fire,Pierrema,DFMF,"∂ 26,280,000"
I. Roy,D,Punctual Fire,Sobianitedrucy,FW,"∂ 21,370,000"
W. Kisitu,D,Punctual Fire,Sobianitedrucy,FW,"∂ 20,590,000"
W. Suleman,D,Punctual Fire,Sobianitedrucy,FW,"∂ 29,940,000"
Z. Nakayama,D,Punctual Fire,Sobianitedrucy,FW,"∂ 25,970,000"
L. Ranjbar,D,Punctual Fire,New Uwi,FWDF,"∂ 17,110,000"
G. Zohar,D,Punctual Fire,Cuge,FWMF,"∂ 6,180,000"
C. Reuben,D,Punctual Fire,Sobianitedrucy,FWMF,"∂ 18,810,000"
Z. Moreira,D,Punctual Fire,Sobianitedrucy,FWMF,"∂ 19,510,000"
J. Colón,D,Punctual Fire,Coastpa Barleslands,GK,"∂ 23,340,000"
H. Saeed,D,Punctual Fire,Manlisgamncent,GK,"∂ 7,140,000"
A. Lynch,D,Punctual Fire,Moaithe,GK,"∂ 13,720,000"
G. Achia,D,Punctual Fire,Imaar Vircoand,MF,"∂ 24,080,000"
B. Lao,D,Punctual Fire,Kesternsri,MF,"∂ 24,950,000"
D. Kimuli,D,Punctual Fire,Saintswacroa,MF,"∂ 8,660,000"
Z. Buyinza,D,Punctual Fire,Saintu,MF,"∂ 17,840,000"
C. Goossens,D,Punctual Fire,Sobianitedrucy,MF,"∂ 23,460,000"
Y. Gidudu,D,Punctual Fire,Sobianitedrucy,MF,"∂ 19,960,000"
Y. Muyambo,D,Punctual Fire,Sobianitedrucy,MF,"∂ 21,180,000"
P. O’Neill,D,Punctual Fire,Pahon,MFDF,"∂ 20,140,000"
F. Segel,D,Punctual Fire,Sobianitedrucy,MFDF,"∂ 19,400,000"
C. Chauhan,D,Punctual Fire,Sobianitedrucy,MFFW,"∂ 24,650,000"
B. Van der Meer,D,Red Rangers,Esia,DF,"∂ 12,990,000"
J. Fukuda,D,Red Rangers,Lefghau,DF,"∂ 14,150,000"
B. Colin,D,Red Rangers,Loco Phirema,DF,"∂ 26,560,000"
A. Ainomugisha,D,Red Rangers,Moaithe,DF,"∂ 12,960,000"
A. Davies,D,Red Rangers,Rosvi,DF,"∂ 19,430,000"
L. Fuchs,D,Red Rangers,Sobianitedrucy,DF,"∂ 23,290,000"
M. Benedetti,D,Red Rangers,Sobianitedrucy,DF,"∂ 26,740,000"
M. Rashid,D,Red Rangers,Sobianitedrucy,DF,"∂ 24,120,000"
O. Mudzingwa,D,Red Rangers,Sobianitedrucy,DF,"∂ 9,820,000"
X. Anena,D,Red Rangers,Sobianitedrucy,DF,"∂ 9,440,000"
Y. Okwii,D,Red Rangers,Sobianitedrucy,DF,"∂ 8,820,000"
D. Balázs,D,Red Rangers,Nkasland Cronestan,DFMF,"∂ 15,760,000"
W. Namata,D,Red Rangers,Nkasland Cronestan,FW,"∂ 27,820,000"
G. Sserugo,D,Red Rangers,Sobianitedrucy,FW,"∂ 22,580,000"
M. Nsubuga,D,Red Rangers,Sobianitedrucy,FW,"∂ 13,810,000"
R. Nabwire,D,Red Rangers,Sobianitedrucy,FW,"∂ 25,800,000"
A. Anwar,D,Red Rangers,Dosqaly,FWMF,"∂ 22,330,000"
B. Yousefi,D,Red Rangers,Sobianitedrucy,FWMF,"∂ 21,520,000"
I. Lehmann,D,Red Rangers,Sobianitedrucy,FWMF,"∂ 32,100,000"
J. Chew,D,Red Rangers,Sobianitedrucy,FWMF,"∂ 21,060,000"
T. Akankwasa,D,Red Rangers,Sobianitedrucy,FWMF,"∂ 36,290,000"
T. Sharifi,D,Red Rangers,Rosvi,GK,"∂ 5,480,000"
V. Ssali,D,Red Rangers,Sobianitedrucy,GK,"∂ 20,380,000"
W. bin Mohamad,D,Red Rangers,Biarizea,MF,"∂ 14,800,000"
I. Vong,D,Red Rangers,Greri Landmoslands,MF,"∂ 19,270,000"
B. Thomsen,D,Red Rangers,Ngoque Blicri,MF,"∂ 9,400,000"
J. Riyadi,D,Red Rangers,Sobianitedrucy,MF,"∂ 1,950,000"
P. Martinelli,D,Red Rangers,Lefghau,MFDF,"∂ 15,670,000"
E. Omer,D,Red Rangers,Nancipenuaroe,MFFW,"∂ 8,560,000"
X. Wouters,D,Red Rangers,Sobianitedrucy,MFFW,"∂ 22,610,000"
F. Okon,D,Remarkable Flames,Imaar Vircoand,DF,"∂ 12,700,000"
G. De Groot,D,Remarkable Flames,Lefghau,DF,"∂ 25,820,000"
P. Sanyu,D,Remarkable Flames,Lefghau,DF,"∂ 14,080,000"
Q. Cheong,D,Remarkable Flames,Lefghau,DF,"∂ 14,160,000"
C. Mirkovi?,D,Remarkable Flames,People's Land of Maneau,DF,"∂ 25,130,000"
H. Francisco,D,Remarkable Flames,Rosvi,DF,"∂ 23,950,000"
G. Efendi,D,Remarkable Flames,Sobianitedrucy,DF,"∂ 13,080,000"
G. Muzamba,D,Remarkable Flames,Sobianitedrucy,DF,"∂ 23,970,000"
Q. Sumarni,D,Remarkable Flames,Sobianitedrucy,DF,"∂ 17,080,000"
Y. Vitali,D,Remarkable Flames,Sobianitedrucy,DF,"∂ 22,750,000"
D. Caruso,D,Remarkable Flames,Varijitri Isles,DF,"∂ 23,790,000"
T. Neves,D,Remarkable Flames,Sobianitedrucy,DFFW,"∂ 23,000,000"
J. Bahri,D,Remarkable Flames,Sobianitedrucy,DFMF,"∂ 14,120,000"
W. Mertens,D,Remarkable Flames,Manlisgamncent,FW,"∂ 25,120,000"
R. Begum,D,Remarkable Flames,Unicorporated Tiagascar,FW,"∂ 25,150,000"
Q. Higenyi,D,Remarkable Flames,Varijitri Isles,FW,"∂ 34,390,000"
H. Sat?,D,Remarkable Flames,Byasier Pujan,FWMF,"∂ 27,410,000"
F. Ilves,D,Remarkable Flames,Imaar Vircoand,FWMF,"∂ 33,400,000"
B. Asiedu,D,Remarkable Flames,Isle of Lababwe,FWMF,"∂ 34,270,000"
M. Mansouri,D,Remarkable Flames,Nganion,FWMF,"∂ 24,710,000"
I. Kat?,D,Remarkable Flames,Sobianitedrucy,FWMF,"∂ 23,050,000"
N. Bello,D,Remarkable Flames,Sobianitedrucy,FWMF,"∂ 24,850,000"
H. Tuhaise,D,Remarkable Flames,Lefghau,GK,"∂ 4,180,000"
P. Solanki,D,Remarkable Flames,Nganion,GK,"∂ 16,940,000"
G. Boadi,D,Remarkable Flames,Sobianitedrucy,GK,"∂ 21,740,000"
K. Ndiweni,D,Remarkable Flames,Dosqaly,MF,"∂ 31,780,000"
N. Von,D,Remarkable Flames,Iverde,MF,"∂ 10,330,000"
D. Schmid,D,Remarkable Flames,Nganion,MF,"∂ 26,240,000"
M. Bwire,D,Remarkable Flames,Rarita,MF,"∂ 32,380,000"
G. Hungwe,D,Remarkable Flames,Sobianitedrucy,MF,"∂ 27,040,000"
Z. Delemovi?,D,Remarkable Flames,Sobianitedrucy,MF,"∂ 26,630,000"
I. As,D,Rowdy Clippers,Galamily,DF,"∂ 7,920,000"
W. ?ta,D,Rowdy Clippers,Lefghau,DF,"∂ 2,520,000"
F. Berger,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 26,840,000"
N. Haas,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 11,230,000"
O. Louis,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 7,820,000"
P. Ssemanda,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 24,920,000"
S. Leung,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 7,260,000"
W. Ajwang,D,Rowdy Clippers,Sobianitedrucy,DF,"∂ 3,020,000"
M. Akampurira,D,Rowdy Clippers,Zamlie Niabangthe,DF,"∂ 16,760,000"
D. Saleh,D,Rowdy Clippers,Sobianitedrucy,DFMF,"∂ 13,730,000"
U. Cruz,D,Rowdy Clippers,Sobianitedrucy,DFMF,"∂ 18,790,000"
O. Fischer,D,Rowdy Clippers,Sobianitedrucy,FW,"∂ 25,970,000"
O. Nyasulu,D,Rowdy Clippers,Sobianitedrucy,FW,"∂ 29,160,000"
Y. Nalubwama,D,Rowdy Clippers,Sobianitedrucy,FW,"∂ 35,950,000"
B. Kyarisima,D,Rowdy Clippers,Sobianitedrucy,FWDF,"∂ 11,730,000"
G. Kowalczyk,D,Rowdy Clippers,Dosqaly,FWMF,"∂ 24,240,000"
X. Byamugisha,D,Rowdy Clippers,Sobianitedrucy,FWMF,"∂ 26,650,000"
K. Smit,D,Rowdy Clippers,Leoneku Guidisia,GK,"∂ 19,120,000"
C. Odongo,D,Rowdy Clippers,Sobianitedrucy,GK,"∂ 10,900,000"
J. Kova?i?,D,Rowdy Clippers,Sobianitedrucy,GK,"∂ 17,100,000"
Z. Saeedi,D,Rowdy Clippers,Galamily,MF,"∂ 19,080,000"
G. Fujita,D,Rowdy Clippers,Moaithe,MF,"∂ 20,320,000"
A. Kimura,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 24,690,000"
F. Mulindwa,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 24,810,000"
L. Kabuye,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 3,330,000"
R. Jiménez,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 16,340,000"
W. Henry,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 9,340,000"
Z. Bala,D,Rowdy Clippers,Sobianitedrucy,MF,"∂ 20,490,000"
J. Namakoye,D,Rowdy Clippers,Cuandbo,MFFW,"∂ 12,770,000"
A. Hughes,D,Rowdy Clippers,Ledian,MFFW,"∂ 32,010,000"
H. Rana,D,Rowdy Clippers,Leoneku Guidisia,MFFW,"∂ 23,350,000"
G. Rahmani,D,Rowdy Clippers,Sobianitedrucy,MFFW,"∂ 29,890,000"
I. Greenberg,D,Serious Ranchers,Cabral Retrea,DF,"∂ 15,230,000"
D. Onzia,D,Serious Ranchers,Desaintko,DF,"∂ 19,080,000"
L. Sayed,D,Serious Ranchers,Ledian,DF,"∂ 20,410,000"
F. Nanfuka,D,Serious Ranchers,Lefghau,DF,"∂ 7,810,000"
A. Maposa,D,Serious Ranchers,Nganion,DF,"∂ 15,960,000"
V. Siregar,D,Serious Ranchers,Nganion,DF,"∂ 12,390,000"
W. Fernando,D,Serious Ranchers,Nganion,DF,"∂ 14,070,000"
K. Supriadi,D,Serious Ranchers,Pahon,DF,"∂ 31,490,000"
C. Alanazi,D,Serious Ranchers,Sobianitedrucy,DF,"∂ 20,360,000"
K. Kwarteng,D,Serious Ranchers,Sobianitedrucy,DF,"∂ 5,730,000"
L. Bekher,D,Serious Ranchers,Sobianitedrucy,DF,"∂ 10,530,000"
Q. Henriksen,D,Serious Ranchers,Sobianitedrucy,DF,"∂ 19,400,000"
H. Salah,D,Serious Ranchers,Southern Ristan,DF,"∂ 11,780,000"
H. Hansen,D,Serious Ranchers,Unicorporated Tiagascar,DF,"∂ 22,030,000"
N. Muhammadu,D,Serious Ranchers,Byasier Pujan,DFMF,"∂ 19,510,000"
S. Mussa,D,Serious Ranchers,Byasier Pujan,FW,"∂ 32,020,000"
L. Razaie,D,Serious Ranchers,Nathuacamana,FW,"∂ 29,540,000"
B. Sah,D,Serious Ranchers,Sobianitedrucy,FW,"∂ 28,310,000"
I. Mwase,D,Serious Ranchers,Imaar Vircoand,FWMF,"∂ 37,550,000"
W. Lotfi,D,Serious Ranchers,Moaithe,GK,"∂ 21,070,000"
B. Gondo,D,Serious Ranchers,Lefghau,MF,"∂ 16,460,000"
Y. Hen,D,Serious Ranchers,Lefghau,MF,"∂ 33,360,000"
C. Arineitwe,D,Serious Ranchers,Nganion,MF,"∂ 25,970,000"
B. Putra,D,Serious Ranchers,Rosvi,MF,"∂ 24,510,000"
G. Frimpong,D,Serious Ranchers,Sobianitedrucy,MF,"∂ 23,890,000"
T. Bhebhe,D,Serious Ranchers,Sobianitedrucy,MF,"∂ 16,410,000"
C. Ková?,D,Serious Ranchers,Loco Phirema,MFFW,"∂ 8,180,000"
C. Negri,D,Spicy Pointers,Biarizea,DF,"∂ 9,610,000"
W. Aciro,D,Spicy Pointers,Dosqaly,DF,"∂ 8,080,000"
B. binti Othman,D,Spicy Pointers,Imaar Vircoand,DF,"∂ 17,170,000"
F. Tumuheirwe,D,Spicy Pointers,Manlisgamncent,DF,"∂ 27,350,000"
N. Atai,D,Spicy Pointers,Mico,DF,"∂ 25,050,000"
A. Kimura,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 6,300,000"
E. Atim,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 21,730,000"
F. Yusuf,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 14,340,000"
L. Vanags,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 30,090,000"
M. Namiiro,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 14,620,000"
V. Lahtinen,D,Spicy Pointers,Sobianitedrucy,DF,"∂ 19,970,000"
V. Macuacua,D,Spicy Pointers,Western Niasland,DF,"∂ 19,760,000"
F. Hang,D,Spicy Pointers,Rarita,DFMF,"∂ 10,750,000"
P. Nakyanzi,D,Spicy Pointers,Byasier Pujan,FW,"∂ 24,710,000"
Z. Kebirungi,D,Spicy Pointers,Central Diasongo,FW,"∂ 27,430,000"
Q. Acen,D,Spicy Pointers,Danan Seekeeling,FW,"∂ 30,850,000"
B. bin Abd Rahman,D,Spicy Pointers,Sobianitedrucy,FW,"∂ 22,970,000"
S. Soon,D,Spicy Pointers,Sobianitedrucy,FW,"∂ 29,490,000"
J. Soares,D,Spicy Pointers,Eastern Niasland,FWMF,"∂ 26,360,000"
A. Patal,D,Spicy Pointers,Sobianitedrucy,FWMF,"∂ 23,420,000"
B. Muduwa,D,Spicy Pointers,Varijitri Isles,FWMF,"∂ 23,820,000"
E. bin Mohamed,D,Spicy Pointers,Cabral Retrea,GK,"∂ 11,370,000"
L. Namaganda,D,Spicy Pointers,Sobianitedrucy,GK,"∂ 7,540,000"
H. Teo,D,Spicy Pointers,Mico,MF,"∂ 20,280,000"
I. Conte,D,Spicy Pointers,Mico,MF,"∂ 29,630,000"
L. Mandala,D,Spicy Pointers,Nganion,MF,"∂ 28,440,000"
O. Namusoke,D,Spicy Pointers,Nkasland Cronestan,MF,"∂ 15,610,000"
G. Ibraimo,D,Spicy Pointers,Quewenia,MF,"∂ 10,850,000"
B. Mayer,D,Spicy Pointers,Rosvi,MF,"∂ 25,000,000"
F. Meier,D,Spicy Pointers,Sobianitedrucy,MF,"∂ 20,200,000"
N. Dutta,D,Spicy Pointers,Sobianitedrucy,MF,"∂ 16,390,000"
W. Nakato,D,Spicy Pointers,Sobianitedrucy,MF,"∂ 12,770,000"
B. Nakandi,D,Spicy Pointers,Sobianitedrucy,MFFW,"∂ 21,440,000"
A. Nanjala,D,Spicy Pointers,Western Niasland,MFFW,"∂ 26,590,000"
Q. Abo,D,Strange Pioneers,Imaar Vircoand,DF,"∂ 16,930,000"
C. Haas,D,Strange Pioneers,Janmico,DF,"∂ 11,880,000"
Y. Rodriguez,D,Strange Pioneers,Janmico,DF,"∂ 10,310,000"
B. Savolainen,D,Strange Pioneers,Lefghau,DF,"∂ 10,120,000"
Z. Kiirya,D,Strange Pioneers,Lefghau,DF,"∂ 14,360,000"
S. Candiru,D,Strange Pioneers,Nganion,DF,"∂ 17,400,000"
U. Mayer,D,Strange Pioneers,Rosvi,DF,"∂ 10,290,000"
I. Franke,D,Strange Pioneers,Sobianitedrucy,DF,"∂ 10,270,000"
I. Paswan,D,Strange Pioneers,Sobianitedrucy,DF,"∂ 15,070,000"
L. Karungi,D,Strange Pioneers,Sobianitedrucy,DF,"∂ 16,260,000"
H. Ayaa,D,Strange Pioneers,Rosvi,DFMF,"∂ 11,540,000"
Z. Kebirungi,D,Strange Pioneers,Central Diasongo,FW,"∂ 35,250,000"
E. Amanya,D,Strange Pioneers,Dosqaly,FW,"∂ 30,910,000"
F. Gatti,D,Strange Pioneers,Lefghau,FW,"∂ 26,670,000"
K. Nakakande,D,Strange Pioneers,Nancipenuaroe,FW,"∂ 23,080,000"
Y. Akiror,D,Strange Pioneers,Rosvi,FW,"∂ 26,830,000"
B. Quaye,D,Strange Pioneers,Sobianitedrucy,FW,"∂ 20,080,000"
I. Goh,D,Strange Pioneers,Sobianitedrucy,FWDF,"∂ 12,090,000"
P. Mlotshwa,D,Strange Pioneers,Sobianitedrucy,FWDF,"∂ 33,000,000"
G. Caputo,D,Strange Pioneers,Nkasland Cronestan,GK,"∂ 20,550,000"
D. Sorrentino,D,Strange Pioneers,Sobianitedrucy,GK,"∂ 14,200,000"
G. Lutaaya,D,Strange Pioneers,Sobianitedrucy,GK,"∂ 10,820,000"
A. Anwar,D,Strange Pioneers,Dosqaly,MF,"∂ 18,040,000"
J. Kyasimire,D,Strange Pioneers,Janmico,MF,"∂ 24,420,000"
X. Kanyunyuzi,D,Strange Pioneers,Manlisgamncent,MF,"∂ 20,660,000"
A. Dekker,D,Strange Pioneers,Nancipenuaroe,MF,"∂ 13,620,000"
T. Kyogabirwe,D,Strange Pioneers,Nkasland Cronestan,MF,"∂ 8,700,000"
W. Soltani,D,Strange Pioneers,Northern Namemo Laand,MF,"∂ 39,710,000"
C. Fumo,D,Strange Pioneers,Sobianitedrucy,MF,"∂ 10,220,000"
G. Szyma?ski,D,Strange Pioneers,Sobianitedrucy,MF,"∂ 18,490,000"
J. Hasahya,D,Strange Pioneers,Sobianitedrucy,MF,"∂ 23,070,000"
I. Gajdo_,D,Strange Pioneers,Pierrema,MFFW,"∂ 29,580,000"
A. Nanjala,D,Strange Pioneers,Western Niasland,MFFW,"∂ 39,730,000"
I. Gumede,D,Sugar Bengals,Byasier Pujan,DF,"∂ 7,790,000"
A. Radu,D,Sugar Bengals,Janmico,DF,"∂ 24,730,000"
Z. Wu,D,Sugar Bengals,Ledian,DF,"∂ 20,620,000"
M. Atuhaire,D,Sugar Bengals,Nancipenuaroe,DF,"∂ 20,620,000"
R. Ishii,D,Sugar Bengals,People's Land of Maneau,DF,"∂ 15,650,000"
V. Olanya,D,Sugar Bengals,Republic of Denand Landsa,DF,"∂ 15,900,000"
D. Amanyire,D,Sugar Bengals,Sobianitedrucy,DF,"∂ 16,140,000"
D. Deli?,D,Sugar Bengals,Sobianitedrucy,DF,"∂ 26,390,000"
P. Tzur,D,Sugar Bengals,Sobianitedrucy,DF,"∂ 16,130,000"
R. Song,D,Sugar Bengals,Sobianitedrucy,DF,"∂ 6,790,000"
S. Kamoga,D,Sugar Bengals,Sobianitedrucy,DF,"∂ 18,150,000"
Z. Testa,D,Sugar Bengals,Giumle Lizeibon,DFMF,"∂ 21,450,000"
B. Maruyama,D,Sugar Bengals,Sobianitedrucy,DFMF,"∂ 16,000,000"
M. Rashid,D,Sugar Bengals,Sobianitedrucy,DFMF,"∂ 11,650,000"
E. Gayakwad,D,Sugar Bengals,Imaar Vircoand,FW,"∂ 26,060,000"
F. Oyama,D,Sugar Bengals,Northern Namemo Laand,FW,"∂ 36,440,000"
E. Munduru,D,Sugar Bengals,Sobianitedrucy,FW,"∂ 27,870,000"
B. Phillips,D,Sugar Bengals,Southern Ristan,FW,"∂ 25,460,000"
F. Akwero,D,Sugar Bengals,Sobianitedrucy,FWMF,"∂ 30,990,000"
J. Koval,D,Sugar Bengals,Saintu,GK,"∂ 16,180,000"
A. Berkowitz,D,Sugar Bengals,Sobianitedrucy,GK,"∂ 13,710,000"
Y. Cheu,D,Sugar Bengals,Dosqaly,MF,"∂ 14,860,000"
C. Chand,D,Sugar Bengals,Janmico,MF,"∂ 25,860,000"
Z. Griffiths,D,Sugar Bengals,Manlisgamncent,MF,"∂ 25,350,000"
J. Dubois,D,Sugar Bengals,Mico,MF,"∂ 33,880,000"
W. Cheang,D,Sugar Bengals,Nganion,MF,"∂ 35,640,000"
D. Sigauke,D,Sugar Bengals,Sobianitedrucy,MF,"∂ 10,830,000"
E. Hasahya,D,Sugar Bengals,Sobianitedrucy,MF,"∂ 34,270,000"
U. Guillot,D,Sugar Bengals,Sobianitedrucy,MFFW,"∂ 32,160,000"
J. Mubangizi,D,Wet Flames,Central Diasongo,DF,"∂ 16,530,000"
S. Musoki,D,Wet Flames,Central Diasongo,DF,"∂ 6,630,000"
V. Kaneko,D,Wet Flames,Central Namemo Laand,DF,"∂ 15,130,000"
D. Namayanja,D,Wet Flames,Lefghau,DF,"∂ 14,340,000"
U. Mansour,D,Wet Flames,Lefghau,DF,"∂ 5,730,000"
H. Byamugisha,D,Wet Flames,Republic of Denand Landsa,DF,"∂ 21,080,000"
G. Neumbe,D,Wet Flames,Sobianitedrucy,DF,"∂ 10,320,000"
I. Mutabazi,D,Wet Flames,Sobianitedrucy,DF,"∂ 15,310,000"
O. Juárez,D,Wet Flames,Sobianitedrucy,DF,"∂ 15,980,000"
X. Nakong,D,Wet Flames,Sobianitedrucy,DF,"∂ 13,650,000"
M. Rojas,D,Wet Flames,Dosqaly,DFMF,"∂ 9,070,000"
S. Sanchez,D,Wet Flames,Imaar Vircoand,DFMF,"∂ 23,580,000"
B. Kiyimba,D,Wet Flames,Janmico,DFMF,"∂ 19,630,000"
E. Zacarias,D,Wet Flames,Sobianitedrucy,FW,"∂ 31,040,000"
L. Novák,D,Wet Flames,Sobianitedrucy,FW,"∂ 21,080,000"
M. Nyamahunge,D,Wet Flames,Loco Phirema,GK,"∂ 11,060,000"
L. Ocokoru,D,Wet Flames,Sobianitedrucy,GK,"∂ 16,460,000"
V. Guillaume,D,Wet Flames,Sobianitedrucy,GK,"∂ 15,240,000"
D. Mattila,D,Wet Flames,Dosqaly,MF,"∂ 17,090,000"
D. Roussel,D,Wet Flames,Rosvi,MF,"∂ 25,420,000"
U. Chávez,D,Wet Flames,Sobianitedrucy,MF,"∂ 22,910,000"
F. Ndou,D,Wet Flames,Zamlie Niabangthe,MF,"∂ 11,780,000"
B. Kansiime,D,Wet Flames,Nganion,MFFW,"∂ 22,550,000"
L. Mandala,D,Wet Flames,Nganion,MFFW,"∂ 28,270,000"
J. Maeda,D,Wet Flames,Sobianitedrucy,MFFW,"∂ 21,070,000"
O. Suzuki,D,Wet Flames,Sobianitedrucy,MFFW,"∂ 14,050,000"
R. Uchida,D,Wet Flames,Sobianitedrucy,MFFW,"∂ 35,500,000"
C. Sulaiman,E,Deferred Dolphins,Dosqaly,DF,"∂ 18,840,000"
H. Jansson,E,Deferred Dolphins,Greri Landmoslands,DF,"∂ 9,690,000"
A. Barbieri,E,Deferred Dolphins,Nganion,DF,"∂ 12,200,000"
D. Siregar,E,Deferred Dolphins,Nganion,DF,"∂ 12,290,000"
G. Pérez,E,Deferred Dolphins,Nganion,DF,"∂ 9,970,000"
K. Ochen,E,Deferred Dolphins,Nganion,DF,"∂ 6,190,000"
L. Ricci,E,Deferred Dolphins,Nganion,DF,"∂ 17,780,000"
O. Oketcho,E,Deferred Dolphins,Nganion,DF,"∂ 4,390,000"
V. Mugala,E,Deferred Dolphins,Nganion,DF,"∂ 21,810,000"
L. Fung,E,Deferred Dolphins,Greri Landmoslands,DFFW,"∂ 17,450,000"
V. Rubio,E,Deferred Dolphins,Varijitri Isles,DFFW,"∂ 11,300,000"
D. Fischer,E,Deferred Dolphins,Nganion,FW,"∂ 30,100,000"
W. Sardar,E,Deferred Dolphins,Nganion,FW,"∂ 3,890,000"
R. Najafi,E,Deferred Dolphins,Western Niasland,FW,"∂ 23,800,000"
B. Mtonga,E,Deferred Dolphins,Nganion,FWMF,"∂ 31,980,000"
C. Ajidiru,E,Deferred Dolphins,Nganion,FWMF,"∂ 17,280,000"
H. Oravec,E,Deferred Dolphins,Nganion,FWMF,"∂ 31,420,000"
Z. Nakiwala,E,Deferred Dolphins,Rarita,FWMF,"∂ 26,490,000"
